,timestamp,value_type_temperature,value_temperature,timestamp_new,value_type_humidity,value_humidity,value_type_P1,value_P1,value_type_P2,value_P2
103,2021-11-08T09:13:27.120560+00:00,temperature,29.0,2021-11-08 09:13:27+00:00,humidity,41.0,,,,
104,2021-11-08T09:16:06.922898+00:00,temperature,29.0,2021-11-08 09:16:07+00:00,humidity,42.0,,,,
105,2021-11-08T09:18:47.287143+00:00,temperature,29.0,2021-11-08 09:18:47+00:00,humidity,42.0,,,,
106,2021-11-08T09:21:27.577266+00:00,temperature,29.0,2021-11-08 09:21:28+00:00,humidity,40.0,,,,
107,2021-11-08T09:24:08.040073+00:00,temperature,29.0,2021-11-08 09:24:08+00:00,humidity,42.0,,,,
108,2021-11-08T09:26:47.551402+00:00,temperature,29.0,2021-11-08 09:26:48+00:00,humidity,39.0,,,,
109,2021-11-08T09:29:28.124407+00:00,temperature,30.0,2021-11-08 09:29:28+00:00,humidity,40.0,,,,
110,2021-11-08T09:32:08.350579+00:00,temperature,30.0,2021-11-08 09:32:08+00:00,humidity,39.0,,,,
111,2021-11-08T09:34:47.923953+00:00,temperature,30.0,2021-11-08 09:34:48+00:00,humidity,40.0,,,,
112,2021-11-08T09:37:28.346466+00:00,temperature,30.0,2021-11-08 09:37:28+00:00,humidity,41.0,,,,
113,2021-11-08T09:40:08.686568+00:00,temperature,30.0,2021-11-08 09:40:09+00:00,humidity,40.0,,,,
114,2021-11-08T09:42:48.819958+00:00,temperature,30.0,2021-11-08 09:42:49+00:00,humidity,40.0,,,,
115,2021-11-08T09:45:28.738681+00:00,temperature,30.0,2021-11-08 09:45:29+00:00,humidity,42.0,,,,
116,2021-11-08T09:48:11.754098+00:00,temperature,30.0,2021-11-08 09:48:12+00:00,humidity,40.0,,,,
117,2021-11-08T09:50:49.287126+00:00,temperature,31.0,2021-11-08 09:50:49+00:00,humidity,40.0,,,,
118,2021-11-08T09:53:28.984975+00:00,temperature,31.0,2021-11-08 09:53:29+00:00,humidity,38.0,,,,
119,2021-11-08T09:56:09.350525+00:00,temperature,31.0,2021-11-08 09:56:09+00:00,humidity,38.0,,,,
120,2021-11-08T09:58:49.387328+00:00,temperature,32.0,2021-11-08 09:58:49+00:00,humidity,40.0,,,,
121,2021-11-08T10:01:29.833927+00:00,temperature,32.0,2021-11-08 10:01:30+00:00,humidity,37.0,,,,
122,2021-11-08T10:04:09.696645+00:00,temperature,32.0,2021-11-08 10:04:10+00:00,humidity,38.0,,,,
123,2021-11-08T10:06:49.941044+00:00,temperature,32.0,2021-11-08 10:06:50+00:00,humidity,37.0,,,,
124,2021-11-08T10:09:31.169620+00:00,temperature,31.0,2021-11-08 10:09:31+00:00,humidity,37.0,,,,
125,2021-11-08T10:12:10.093704+00:00,temperature,31.0,2021-11-08 10:12:10+00:00,humidity,38.0,,,,
126,2021-11-08T10:14:50.406688+00:00,temperature,32.0,2021-11-08 10:14:50+00:00,humidity,39.0,,,,
127,2021-11-08T10:17:30.424857+00:00,temperature,32.0,2021-11-08 10:17:30+00:00,humidity,37.0,,,,
128,2021-11-08T10:20:10.807432+00:00,temperature,32.0,2021-11-08 10:20:11+00:00,humidity,36.0,,,,
129,2021-11-08T10:22:50.934103+00:00,temperature,32.0,2021-11-08 10:22:51+00:00,humidity,37.0,,,,
130,2021-11-08T10:25:30.888494+00:00,temperature,32.0,2021-11-08 10:25:31+00:00,humidity,37.0,,,,
131,2021-11-08T10:28:13.305629+00:00,temperature,31.0,2021-11-08 10:28:13+00:00,humidity,37.0,,,,
132,2021-11-08T10:30:51.040361+00:00,temperature,31.0,2021-11-08 10:30:51+00:00,humidity,37.0,,,,
133,2021-11-08T10:33:31.976944+00:00,temperature,31.0,2021-11-08 10:33:32+00:00,humidity,38.0,,,,
134,2021-11-08T10:36:11.439330+00:00,temperature,30.0,2021-11-08 10:36:11+00:00,humidity,39.0,,,,
135,2021-11-08T10:38:51.936828+00:00,temperature,30.0,2021-11-08 10:38:52+00:00,humidity,38.0,,,,
136,2021-11-08T10:41:31.729441+00:00,temperature,30.0,2021-11-08 10:41:32+00:00,humidity,38.0,,,,
137,2021-11-08T10:44:11.976914+00:00,temperature,30.0,2021-11-08 10:44:12+00:00,humidity,38.0,,,,
138,2021-11-08T10:46:52.316797+00:00,temperature,30.0,2021-11-08 10:46:52+00:00,humidity,36.0,,,,
139,2021-11-08T10:49:32.208477+00:00,temperature,31.0,2021-11-08 10:49:32+00:00,humidity,37.0,,,,
140,2021-11-08T10:52:12.382727+00:00,temperature,31.0,2021-11-08 10:52:12+00:00,humidity,37.0,,,,
141,2021-11-08T10:54:52.531807+00:00,temperature,31.0,2021-11-08 10:54:53+00:00,humidity,37.0,,,,
142,2021-11-08T10:57:32.860176+00:00,temperature,31.0,2021-11-08 10:57:33+00:00,humidity,36.0,,,,
143,2021-11-08T11:00:12.809605+00:00,temperature,30.0,2021-11-08 11:00:13+00:00,humidity,37.0,,,,
144,2021-11-08T11:02:52.866441+00:00,temperature,30.0,2021-11-08 11:02:53+00:00,humidity,37.0,,,,
145,2021-11-08T11:05:33.398678+00:00,temperature,29.0,2021-11-08 11:05:33+00:00,humidity,37.0,,,,
146,2021-11-08T11:08:32.090945+00:00,temperature,29.0,2021-11-08 11:08:32+00:00,humidity,38.0,,,,
147,2021-11-08T11:09:23.750930+00:00,temperature,29.0,2021-11-08 11:09:24+00:00,humidity,38.0,,,,
148,2021-11-08T11:10:53.268123+00:00,temperature,29.0,2021-11-08 11:10:53+00:00,humidity,38.0,,,,
149,2021-11-08T11:13:33.610921+00:00,temperature,29.0,2021-11-08 11:13:34+00:00,humidity,38.0,,,,
150,2021-11-08T11:16:13.914269+00:00,temperature,28.0,2021-11-08 11:16:14+00:00,humidity,39.0,,,,
151,2021-11-08T11:18:53.850789+00:00,temperature,28.0,2021-11-08 11:18:54+00:00,humidity,38.0,,,,
152,2021-11-08T11:21:34.094597+00:00,temperature,28.0,2021-11-08 11:21:34+00:00,humidity,40.0,,,,
153,2021-11-08T11:24:14.286453+00:00,temperature,28.0,2021-11-08 11:24:14+00:00,humidity,41.0,,,,
154,2021-11-08T11:26:54.754845+00:00,temperature,28.0,2021-11-08 11:26:55+00:00,humidity,40.0,,,,
155,2021-11-08T11:29:37.523532+00:00,temperature,29.0,2021-11-08 11:29:38+00:00,humidity,38.0,,,,
156,2021-11-08T11:32:14.621250+00:00,temperature,29.0,2021-11-08 11:32:15+00:00,humidity,38.0,,,,
157,2021-11-08T11:34:54.988773+00:00,temperature,30.0,2021-11-08 11:34:55+00:00,humidity,38.0,,,,
158,2021-11-08T11:37:34.876657+00:00,temperature,31.0,2021-11-08 11:37:35+00:00,humidity,37.0,,,,
159,2021-11-08T11:40:14.993024+00:00,temperature,32.0,2021-11-08 11:40:15+00:00,humidity,35.0,,,,
160,2021-11-08T11:42:55.310728+00:00,temperature,32.0,2021-11-08 11:42:55+00:00,humidity,35.0,,,,
161,2021-11-08T11:45:35.223832+00:00,temperature,32.0,2021-11-08 11:45:35+00:00,humidity,35.0,,,,
162,2021-11-08T11:48:15.904790+00:00,temperature,32.0,2021-11-08 11:48:16+00:00,humidity,33.0,,,,
163,2021-11-08T11:50:55.617193+00:00,temperature,31.0,2021-11-08 11:50:56+00:00,humidity,34.0,,,,
164,2021-11-08T11:53:36.021027+00:00,temperature,30.0,2021-11-08 11:53:36+00:00,humidity,35.0,,,,
165,2021-11-08T11:56:15.834639+00:00,temperature,30.0,2021-11-08 11:56:16+00:00,humidity,35.0,,,,
166,2021-11-08T11:58:55.952669+00:00,temperature,29.0,2021-11-08 11:58:56+00:00,humidity,36.0,,,,
167,2021-11-08T12:01:36.389438+00:00,temperature,29.0,2021-11-08 12:01:36+00:00,humidity,36.0,,,,
168,2021-11-08T12:04:16.352463+00:00,temperature,29.0,2021-11-08 12:04:16+00:00,humidity,37.0,,,,
169,2021-11-08T12:07:05.256310+00:00,temperature,29.0,2021-11-08 12:07:05+00:00,humidity,37.0,,,,
170,2021-11-08T12:09:36.720218+00:00,temperature,29.0,2021-11-08 12:09:37+00:00,humidity,38.0,,,,
171,2021-11-08T12:12:16.566323+00:00,temperature,28.0,2021-11-08 12:12:17+00:00,humidity,42.0,,,,
172,2021-11-08T12:14:56.873326+00:00,temperature,28.0,2021-11-08 12:14:57+00:00,humidity,43.0,,,,
173,2021-11-08T12:17:37.004434+00:00,temperature,27.0,2021-11-08 12:17:37+00:00,humidity,45.0,,,,
174,2021-11-08T12:20:17.382856+00:00,temperature,27.0,2021-11-08 12:20:17+00:00,humidity,45.0,,,,
175,2021-11-08T12:22:57.393244+00:00,temperature,27.0,2021-11-08 12:22:57+00:00,humidity,46.0,,,,
176,2021-11-08T12:25:37.293314+00:00,temperature,26.0,2021-11-08 12:25:37+00:00,humidity,46.0,,,,
177,2021-11-08T12:28:40.889350+00:00,temperature,26.0,2021-11-08 12:28:41+00:00,humidity,46.0,,,,
178,2021-11-08T12:29:28.457420+00:00,temperature,26.0,2021-11-08 12:29:28+00:00,humidity,46.0,,,,
179,2021-11-08T12:30:57.526152+00:00,temperature,26.0,2021-11-08 12:30:58+00:00,humidity,47.0,,,,
180,2021-11-08T12:33:37.974894+00:00,temperature,26.0,2021-11-08 12:33:38+00:00,humidity,48.0,,,,
181,2021-11-08T12:36:18.002197+00:00,temperature,25.0,2021-11-08 12:36:18+00:00,humidity,47.0,,,,
182,2021-11-08T12:38:58.505328+00:00,temperature,25.0,2021-11-08 12:38:59+00:00,humidity,47.0,,,,
183,2021-11-08T12:41:38.357425+00:00,temperature,25.0,2021-11-08 12:41:38+00:00,humidity,46.0,,,,
184,2021-11-08T12:44:18.481529+00:00,temperature,25.0,2021-11-08 12:44:18+00:00,humidity,47.0,,,,
185,2021-11-08T12:46:59.425766+00:00,temperature,25.0,2021-11-08 12:46:59+00:00,humidity,48.0,,,,
186,2021-11-08T12:49:38.637810+00:00,temperature,25.0,2021-11-08 12:49:39+00:00,humidity,48.0,,,,
187,2021-11-08T12:52:18.959100+00:00,temperature,25.0,2021-11-08 12:52:19+00:00,humidity,49.0,,,,
188,2021-11-08T12:54:59.118619+00:00,temperature,25.0,2021-11-08 12:54:59+00:00,humidity,50.0,,,,
