typing.Literal[<no_default>],timestamp,value_type,value,timestamp_new
147,2023-02-04T05:58:56.944311+00:00,P1,30,2023-02-04 05:58:57+00:00
151,2023-02-04T06:01:37.381743+00:00,P1,18,2023-02-04 06:01:37+00:00
155,2023-02-04T06:04:17.460168+00:00,P1,32,2023-02-04 06:04:17+00:00
159,2023-02-04T06:06:57.868334+00:00,P1,14,2023-02-04 06:06:58+00:00
161,2023-02-04T06:09:38.361867+00:00,P1,29,2023-02-04 06:09:38+00:00
167,2023-02-04T06:12:18.438049+00:00,P1,20,2023-02-04 06:12:18+00:00
171,2023-02-04T06:14:58.288202+00:00,P1,17,2023-02-04 06:14:58+00:00
175,2023-02-04T06:17:38.667884+00:00,P1,13,2023-02-04 06:17:39+00:00
179,2023-02-04T06:20:19.227524+00:00,P1,14,2023-02-04 06:20:19+00:00
183,2023-02-04T06:22:58.687056+00:00,P1,26,2023-02-04 06:22:59+00:00
185,2023-02-04T06:25:38.929822+00:00,P1,27,2023-02-04 06:25:39+00:00
191,2023-02-04T06:28:19.082418+00:00,P1,27,2023-02-04 06:28:19+00:00
195,2023-02-04T06:30:59.526649+00:00,P1,20,2023-02-04 06:31:00+00:00
197,2023-02-04T06:33:38.923483+00:00,P1,30,2023-02-04 06:33:39+00:00
201,2023-02-04T06:36:19.347586+00:00,P1,18,2023-02-04 06:36:19+00:00
205,2023-02-04T06:38:59.716146+00:00,P1,104,2023-02-04 06:39:00+00:00
209,2023-02-04T06:41:39.560030+00:00,P1,17,2023-02-04 06:41:40+00:00
213,2023-02-04T06:44:19.323360+00:00,P1,18,2023-02-04 06:44:19+00:00
219,2023-02-04T06:46:59.287009+00:00,P1,21,2023-02-04 06:46:59+00:00
221,2023-02-04T06:49:40.156928+00:00,P1,19,2023-02-04 06:49:40+00:00
225,2023-02-04T06:52:20.293391+00:00,P1,39,2023-02-04 06:52:20+00:00
231,2023-02-04T06:54:59.773991+00:00,P1,20,2023-02-04 06:55:00+00:00
235,2023-02-04T06:57:40.787573+00:00,P1,7,2023-02-04 06:57:41+00:00
237,2023-02-04T07:00:21.074904+00:00,P1,6,2023-02-04 07:00:21+00:00
241,2023-02-04T07:03:00.396456+00:00,P1,14,2023-02-04 07:03:00+00:00
247,2023-02-04T07:05:41.186861+00:00,P1,10,2023-02-04 07:05:41+00:00
251,2023-02-04T07:08:21.389829+00:00,P1,19,2023-02-04 07:08:21+00:00
253,2023-02-04T07:11:01.001683+00:00,P1,32,2023-02-04 07:11:01+00:00
259,2023-02-04T07:13:41.648291+00:00,P1,22,2023-02-04 07:13:42+00:00
263,2023-02-04T07:16:21.182172+00:00,P1,17,2023-02-04 07:16:21+00:00
265,2023-02-04T07:19:01.496544+00:00,P1,20,2023-02-04 07:19:01+00:00
271,2023-02-04T07:21:42.318071+00:00,P1,28,2023-02-04 07:21:42+00:00
273,2023-02-04T07:24:21.589190+00:00,P1,7,2023-02-04 07:24:22+00:00
279,2023-02-04T07:27:02.187054+00:00,P1,21,2023-02-04 07:27:02+00:00
283,2023-02-04T07:29:42.283704+00:00,P1,10,2023-02-04 07:29:42+00:00
285,2023-02-04T07:32:21.515457+00:00,P1,10,2023-02-04 07:32:22+00:00
291,2023-02-04T07:35:03.207646+00:00,P1,19,2023-02-04 07:35:03+00:00
295,2023-02-04T07:37:43.133045+00:00,P1,35,2023-02-04 07:37:43+00:00
297,2023-02-04T07:40:23.358551+00:00,P1,10,2023-02-04 07:40:23+00:00
303,2023-02-04T07:43:02.860697+00:00,P1,30,2023-02-04 07:43:03+00:00
307,2023-02-04T07:45:43.313589+00:00,P1,11,2023-02-04 07:45:43+00:00
311,2023-02-04T07:48:23.448556+00:00,P1,39,2023-02-04 07:48:23+00:00
313,2023-02-04T07:51:03.242386+00:00,P1,11,2023-02-04 07:51:03+00:00
317,2023-02-04T07:53:43.378306+00:00,P1,6,2023-02-04 07:53:43+00:00
321,2023-02-04T07:56:23.019347+00:00,P1,4,2023-02-04 07:56:23+00:00
327,2023-02-04T07:59:04.009369+00:00,P1,12,2023-02-04 07:59:04+00:00
329,2023-02-04T08:01:44.099714+00:00,P1,25,2023-02-04 08:01:44+00:00
333,2023-02-04T08:04:23.874685+00:00,P1,15,2023-02-04 08:04:24+00:00
337,2023-02-04T08:07:04.485572+00:00,P1,11,2023-02-04 08:07:04+00:00
343,2023-02-04T08:09:44.149123+00:00,P1,22,2023-02-04 08:09:44+00:00
347,2023-02-04T08:12:24.045251+00:00,P1,4,2023-02-04 08:12:24+00:00
349,2023-02-04T08:15:04.962402+00:00,P1,29,2023-02-04 08:15:05+00:00
355,2023-02-04T08:17:45.305216+00:00,P1,19,2023-02-04 08:17:45+00:00
359,2023-02-04T08:20:24.878815+00:00,P1,5,2023-02-04 08:20:25+00:00
361,2023-02-04T08:23:05.038414+00:00,P1,3,2023-02-04 08:23:05+00:00
367,2023-02-04T08:25:45.591423+00:00,P1,2,2023-02-04 08:25:46+00:00
369,2023-02-04T08:28:25.197562+00:00,P1,5,2023-02-04 08:28:25+00:00
373,2023-02-04T08:31:05.988396+00:00,P1,4,2023-02-04 08:31:06+00:00
379,2023-02-04T08:33:45.168896+00:00,P1,23,2023-02-04 08:33:45+00:00
383,2023-02-04T08:36:26.336665+00:00,P1,3,2023-02-04 08:36:26+00:00
387,2023-02-04T08:39:05.870779+00:00,P1,5,2023-02-04 08:39:06+00:00
391,2023-02-04T08:41:46.375063+00:00,P1,2,2023-02-04 08:41:46+00:00
395,2023-02-04T08:44:26.032270+00:00,P1,20,2023-02-04 08:44:26+00:00
399,2023-02-04T08:47:06.454366+00:00,P1,13,2023-02-04 08:47:06+00:00
401,2023-02-04T08:49:46.725593+00:00,P1,2,2023-02-04 08:49:47+00:00
407,2023-02-04T08:52:27.132044+00:00,P1,13,2023-02-04 08:52:27+00:00
411,2023-02-04T08:55:08.234504+00:00,P1,19,2023-02-04 08:55:08+00:00
415,2023-02-04T08:57:47.183474+00:00,P1,46,2023-02-04 08:57:47+00:00
417,2023-02-04T09:00:27.664807+00:00,P1,3,2023-02-04 09:00:28+00:00
423,2023-02-04T09:03:07.898159+00:00,P1,6,2023-02-04 09:03:08+00:00
425,2023-02-04T09:05:47.411742+00:00,P1,7,2023-02-04 09:05:47+00:00
429,2023-02-04T09:08:27.753857+00:00,P1,10,2023-02-04 09:08:28+00:00
435,2023-02-04T09:11:08.218109+00:00,P1,7,2023-02-04 09:11:08+00:00
439,2023-02-04T09:13:47.828012+00:00,P1,6,2023-02-04 09:13:48+00:00
441,2023-02-04T09:16:28.195074+00:00,P1,2,2023-02-04 09:16:28+00:00
445,2023-02-04T09:19:08.491210+00:00,P1,2,2023-02-04 09:19:08+00:00
449,2023-02-04T09:21:48.993263+00:00,P1,14,2023-02-04 09:21:49+00:00
453,2023-02-04T09:24:28.251712+00:00,P1,20,2023-02-04 09:24:28+00:00
457,2023-02-04T09:27:08.944680+00:00,P1,14,2023-02-04 09:27:09+00:00
463,2023-02-04T09:29:48.947593+00:00,P1,6,2023-02-04 09:29:49+00:00
465,2023-02-04T09:32:28.938560+00:00,P1,13,2023-02-04 09:32:29+00:00
471,2023-02-04T09:35:08.989111+00:00,P1,37,2023-02-04 09:35:09+00:00
473,2023-02-04T09:37:49.389588+00:00,P1,20,2023-02-04 09:37:49+00:00
477,2023-02-04T09:40:29.755169+00:00,P1,45,2023-02-04 09:40:30+00:00
483,2023-02-04T09:43:09.340234+00:00,P1,19,2023-02-04 09:43:09+00:00
485,2023-02-04T09:45:49.779859+00:00,P1,10,2023-02-04 09:45:50+00:00
489,2023-02-04T09:48:30.375096+00:00,P1,11,2023-02-04 09:48:30+00:00
493,2023-02-04T09:51:10.074424+00:00,P1,6,2023-02-04 09:51:10+00:00
499,2023-02-04T09:53:50.648943+00:00,P1,1,2023-02-04 09:53:51+00:00
503,2023-02-04T09:56:30.563792+00:00,P1,8,2023-02-04 09:56:31+00:00
505,2023-02-04T09:59:10.947332+00:00,P1,10,2023-02-04 09:59:11+00:00
511,2023-02-04T10:01:50.434893+00:00,P1,13,2023-02-04 10:01:50+00:00
515,2023-02-04T10:04:30.472104+00:00,P1,5,2023-02-04 10:04:30+00:00
519,2023-02-04T10:07:11.114010+00:00,P1,3,2023-02-04 10:07:11+00:00
523,2023-02-04T10:09:50.978175+00:00,P1,3,2023-02-04 10:09:51+00:00
525,2023-02-04T10:12:31.205690+00:00,P1,2,2023-02-04 10:12:31+00:00
531,2023-02-04T10:15:11.455325+00:00,P1,3,2023-02-04 10:15:11+00:00
533,2023-02-04T10:17:51.690442+00:00,P1,4,2023-02-04 10:17:52+00:00
539,2023-02-04T10:20:31.368050+00:00,P1,7,2023-02-04 10:20:31+00:00
543,2023-02-04T10:23:11.711212+00:00,P1,9,2023-02-04 10:23:12+00:00
547,2023-02-04T10:25:52.219976+00:00,P1,3,2023-02-04 10:25:52+00:00
549,2023-02-04T10:28:31.730683+00:00,P1,2,2023-02-04 10:28:32+00:00
555,2023-02-04T10:31:12.272671+00:00,P1,4,2023-02-04 10:31:12+00:00
557,2023-02-04T10:33:52.822856+00:00,P1,7,2023-02-04 10:33:53+00:00
563,2023-02-04T10:36:33.173750+00:00,P1,2,2023-02-04 10:36:33+00:00
567,2023-02-04T10:39:12.554368+00:00,P1,3,2023-02-04 10:39:13+00:00
569,2023-02-04T10:41:53.001575+00:00,P1,36,2023-02-04 10:41:53+00:00
575,2023-02-04T10:44:33.271397+00:00,P1,174,2023-02-04 10:44:33+00:00
579,2023-02-04T10:47:13.081250+00:00,P1,10,2023-02-04 10:47:13+00:00
583,2023-02-04T10:49:53.008482+00:00,P1,12,2023-02-04 10:49:53+00:00
587,2023-02-04T10:52:33.767588+00:00,P1,18,2023-02-04 10:52:34+00:00
591,2023-02-04T10:55:14.130961+00:00,P1,19,2023-02-04 10:55:14+00:00
593,2023-02-04T10:57:53.627690+00:00,P1,18,2023-02-04 10:57:54+00:00
597,2023-02-04T11:00:34.359597+00:00,P1,2,2023-02-04 11:00:34+00:00
603,2023-02-04T11:03:14.301619+00:00,P1,4,2023-02-04 11:03:14+00:00
607,2023-02-04T11:05:54.322369+00:00,P1,1,2023-02-04 11:05:54+00:00
611,2023-02-04T11:08:34.143203+00:00,P1,2,2023-02-04 11:08:34+00:00
615,2023-02-04T11:11:14.747152+00:00,P1,4,2023-02-04 11:11:15+00:00
619,2023-02-04T11:13:55.030790+00:00,P1,7,2023-02-04 11:13:55+00:00
621,2023-02-04T11:16:34.655840+00:00,P1,6,2023-02-04 11:16:35+00:00
625,2023-02-04T11:19:15.034752+00:00,P1,9,2023-02-04 11:19:15+00:00
629,2023-02-04T11:21:55.619894+00:00,P1,4,2023-02-04 11:21:56+00:00
635,2023-02-04T11:24:35.079209+00:00,P1,4,2023-02-04 11:24:35+00:00
639,2023-02-04T11:27:15.423410+00:00,P1,7,2023-02-04 11:27:15+00:00
643,2023-02-04T11:29:55.653298+00:00,P1,8,2023-02-04 11:29:56+00:00
647,2023-02-04T11:32:35.901400+00:00,P1,3,2023-02-04 11:32:36+00:00
651,2023-02-04T11:35:15.288915+00:00,P1,11,2023-02-04 11:35:15+00:00
655,2023-02-04T11:37:55.935651+00:00,P1,9,2023-02-04 11:37:56+00:00
657,2023-02-04T11:40:36.399029+00:00,P1,6,2023-02-04 11:40:36+00:00
661,2023-02-04T11:43:16.415913+00:00,P1,3,2023-02-04 11:43:16+00:00
665,2023-02-04T11:45:56.286986+00:00,P1,19,2023-02-04 11:45:56+00:00
669,2023-02-04T11:48:36.897191+00:00,P1,7,2023-02-04 11:48:37+00:00
675,2023-02-04T11:51:16.500610+00:00,P1,4,2023-02-04 11:51:17+00:00
679,2023-02-04T11:53:58.443635+00:00,P1,6,2023-02-04 11:53:58+00:00
683,2023-02-04T11:56:37.076421+00:00,P1,6,2023-02-04 11:56:37+00:00
685,2023-02-04T11:59:17.339271+00:00,P1,8,2023-02-04 11:59:17+00:00
691,2023-02-04T12:01:57.200085+00:00,P1,19,2023-02-04 12:01:57+00:00
695,2023-02-04T12:04:37.279321+00:00,P1,4,2023-02-04 12:04:37+00:00
699,2023-02-04T12:07:17.627863+00:00,P1,6,2023-02-04 12:07:18+00:00
701,2023-02-04T12:09:57.616404+00:00,P1,3,2023-02-04 12:09:58+00:00
707,2023-02-04T12:12:37.619265+00:00,P1,4,2023-02-04 12:12:38+00:00
709,2023-02-04T12:15:17.591178+00:00,P1,3,2023-02-04 12:15:18+00:00
715,2023-02-04T12:18:00.289539+00:00,P1,55,2023-02-04 12:18:00+00:00
717,2023-02-04T12:20:38.369981+00:00,P1,19,2023-02-04 12:20:38+00:00
723,2023-02-04T12:23:17.608833+00:00,P1,12,2023-02-04 12:23:18+00:00
725,2023-02-04T12:25:58.866739+00:00,P1,1,2023-02-04 12:25:59+00:00
731,2023-02-04T12:28:38.644682+00:00,P1,12,2023-02-04 12:28:39+00:00
733,2023-02-04T12:31:18.502078+00:00,P1,5,2023-02-04 12:31:19+00:00
737,2023-02-04T12:33:59.192091+00:00,P1,21,2023-02-04 12:33:59+00:00
743,2023-02-04T12:36:39.478147+00:00,P1,46,2023-02-04 12:36:39+00:00
745,2023-02-04T12:39:18.911408+00:00,P1,3,2023-02-04 12:39:19+00:00
749,2023-02-04T12:41:59.679659+00:00,P1,17,2023-02-04 12:42:00+00:00
753,2023-02-04T12:44:39.767436+00:00,P1,8,2023-02-04 12:44:40+00:00
759,2023-02-04T12:47:19.459854+00:00,P1,15,2023-02-04 12:47:19+00:00
763,2023-02-04T12:49:59.562219+00:00,P1,16,2023-02-04 12:50:00+00:00
767,2023-02-04T12:52:39.790774+00:00,P1,3,2023-02-04 12:52:40+00:00
769,2023-02-04T12:55:19.556599+00:00,P1,10,2023-02-04 12:55:20+00:00
773,2023-02-04T12:58:00.224134+00:00,P1,6,2023-02-04 12:58:00+00:00
779,2023-02-04T13:00:40.717883+00:00,P1,8,2023-02-04 13:00:41+00:00
781,2023-02-04T13:03:20.160509+00:00,P1,13,2023-02-04 13:03:20+00:00
787,2023-02-04T13:06:00.600541+00:00,P1,55,2023-02-04 13:06:01+00:00
791,2023-02-04T13:08:40.729663+00:00,P1,5,2023-02-04 13:08:41+00:00
795,2023-02-04T13:11:21.339959+00:00,P1,5,2023-02-04 13:11:21+00:00
799,2023-02-04T13:14:01.188045+00:00,P1,4,2023-02-04 13:14:01+00:00
803,2023-02-04T13:16:40.999551+00:00,P1,4,2023-02-04 13:16:41+00:00
805,2023-02-04T13:19:21.083175+00:00,P1,28,2023-02-04 13:19:21+00:00
811,2023-02-04T13:22:01.665202+00:00,P1,6,2023-02-04 13:22:02+00:00
815,2023-02-04T13:24:41.461809+00:00,P1,3,2023-02-04 13:24:41+00:00
819,2023-02-04T13:27:21.647394+00:00,P1,5,2023-02-04 13:27:22+00:00
823,2023-02-04T13:30:03.150664+00:00,P1,3,2023-02-04 13:30:03+00:00
827,2023-02-04T13:32:42.709984+00:00,P1,6,2023-02-04 13:32:43+00:00
829,2023-02-04T13:35:22.018527+00:00,P1,52,2023-02-04 13:35:22+00:00
833,2023-02-04T13:38:02.489447+00:00,P1,3,2023-02-04 13:38:02+00:00
837,2023-02-04T13:40:42.350629+00:00,P1,6,2023-02-04 13:40:42+00:00
841,2023-02-04T13:43:22.486486+00:00,P1,4,2023-02-04 13:43:22+00:00
845,2023-02-04T13:46:03.001522+00:00,P1,6,2023-02-04 13:46:03+00:00
849,2023-02-04T13:48:42.421089+00:00,P1,6,2023-02-04 13:48:42+00:00
853,2023-02-04T13:51:22.982643+00:00,P1,19,2023-02-04 13:51:23+00:00
859,2023-02-04T13:54:03.009998+00:00,P1,13,2023-02-04 13:54:03+00:00
861,2023-02-04T13:56:43.731446+00:00,P1,2,2023-02-04 13:56:44+00:00
867,2023-02-04T13:59:23.428417+00:00,P1,21,2023-02-04 13:59:23+00:00
869,2023-02-04T14:02:03.677523+00:00,P1,10,2023-02-04 14:02:04+00:00
875,2023-02-04T14:04:43.801459+00:00,P1,4,2023-02-04 14:04:44+00:00
877,2023-02-04T14:07:24.570913+00:00,P1,8,2023-02-04 14:07:25+00:00
881,2023-02-04T14:10:04.021385+00:00,P1,8,2023-02-04 14:10:04+00:00
887,2023-02-04T14:12:44.314597+00:00,P1,12,2023-02-04 14:12:44+00:00
891,2023-02-04T14:15:24.632185+00:00,P1,16,2023-02-04 14:15:25+00:00
895,2023-02-04T14:18:04.570395+00:00,P1,14,2023-02-04 14:18:05+00:00
899,2023-02-04T14:20:44.961472+00:00,P1,20,2023-02-04 14:20:45+00:00
903,2023-02-04T14:23:24.928017+00:00,P1,9,2023-02-04 14:23:25+00:00
907,2023-02-04T14:26:05.223324+00:00,P1,7,2023-02-04 14:26:05+00:00
911,2023-02-04T14:28:45.120682+00:00,P1,2,2023-02-04 14:28:45+00:00
915,2023-02-04T14:31:25.434005+00:00,P1,4,2023-02-04 14:31:25+00:00
917,2023-02-04T14:34:05.741093+00:00,P1,12,2023-02-04 14:34:06+00:00
923,2023-02-04T14:36:45.294665+00:00,P1,6,2023-02-04 14:36:45+00:00
925,2023-02-04T14:39:25.668345+00:00,P1,5,2023-02-04 14:39:26+00:00
931,2023-02-04T14:42:06.017060+00:00,P1,4,2023-02-04 14:42:06+00:00
935,2023-02-04T14:44:46.115457+00:00,P1,13,2023-02-04 14:44:46+00:00
937,2023-02-04T14:47:26.296222+00:00,P1,9,2023-02-04 14:47:26+00:00
941,2023-02-04T14:50:06.465288+00:00,P1,15,2023-02-04 14:50:06+00:00
945,2023-02-04T14:52:46.475658+00:00,P1,3,2023-02-04 14:52:46+00:00
951,2023-02-04T14:55:26.512588+00:00,P1,10,2023-02-04 14:55:27+00:00
953,2023-02-04T14:58:06.870264+00:00,P1,3,2023-02-04 14:58:07+00:00
957,2023-02-04T15:00:47.619966+00:00,P1,10,2023-02-04 15:00:48+00:00
961,2023-02-04T15:03:26.958661+00:00,P1,7,2023-02-04 15:03:27+00:00
967,2023-02-04T15:06:07.384561+00:00,P1,2,2023-02-04 15:06:07+00:00
971,2023-02-04T15:08:47.518519+00:00,P1,2,2023-02-04 15:08:48+00:00
975,2023-02-04T15:11:27.622450+00:00,P1,26,2023-02-04 15:11:28+00:00
979,2023-02-04T15:14:07.564699+00:00,P1,12,2023-02-04 15:14:08+00:00
983,2023-02-04T15:16:48.050391+00:00,P1,10,2023-02-04 15:16:48+00:00
985,2023-02-04T15:19:27.631198+00:00,P1,8,2023-02-04 15:19:28+00:00
991,2023-02-04T15:22:08.008231+00:00,P1,17,2023-02-04 15:22:08+00:00
993,2023-02-04T15:24:48.301864+00:00,P1,11,2023-02-04 15:24:48+00:00
997,2023-02-04T15:27:27.962067+00:00,P1,7,2023-02-04 15:27:28+00:00
1001,2023-02-04T15:30:08.832817+00:00,P1,4,2023-02-04 15:30:09+00:00
1007,2023-02-04T15:32:49.103408+00:00,P1,2,2023-02-04 15:32:49+00:00
1011,2023-02-04T15:35:29.064308+00:00,P1,14,2023-02-04 15:35:29+00:00
1015,2023-02-04T15:38:08.969173+00:00,P1,46,2023-02-04 15:38:09+00:00
1017,2023-02-04T15:40:49.041285+00:00,P1,4,2023-02-04 15:40:49+00:00
1021,2023-02-04T15:43:29.448494+00:00,P1,2,2023-02-04 15:43:29+00:00
1025,2023-02-04T15:46:09.605463+00:00,P1,3,2023-02-04 15:46:10+00:00
1031,2023-02-04T15:48:49.637115+00:00,P1,12,2023-02-04 15:48:50+00:00
1035,2023-02-04T15:51:29.616473+00:00,P1,7,2023-02-04 15:51:30+00:00
1037,2023-02-04T15:54:09.827499+00:00,P1,40,2023-02-04 15:54:10+00:00
1041,2023-02-04T15:56:50.125764+00:00,P1,10,2023-02-04 15:56:50+00:00
1047,2023-02-04T15:59:30.614445+00:00,P1,7,2023-02-04 15:59:31+00:00
1051,2023-02-04T16:02:10.773376+00:00,P1,8,2023-02-04 16:02:11+00:00
1053,2023-02-04T16:04:50.843963+00:00,P1,14,2023-02-04 16:04:51+00:00
1057,2023-02-04T16:07:30.946371+00:00,P1,9,2023-02-04 16:07:31+00:00
1061,2023-02-04T16:10:10.880820+00:00,P1,13,2023-02-04 16:10:11+00:00
1067,2023-02-04T16:12:51.189601+00:00,P1,9,2023-02-04 16:12:51+00:00
1071,2023-02-04T16:15:31.136530+00:00,P1,16,2023-02-04 16:15:31+00:00
1073,2023-02-04T16:18:11.148587+00:00,P1,3,2023-02-04 16:18:11+00:00
1077,2023-02-04T16:20:51.294816+00:00,P1,10,2023-02-04 16:20:51+00:00
1083,2023-02-04T16:23:31.939685+00:00,P1,6,2023-02-04 16:23:32+00:00
1085,2023-02-04T16:26:11.683153+00:00,P1,33,2023-02-04 16:26:12+00:00
1091,2023-02-04T16:28:51.844003+00:00,P1,13,2023-02-04 16:28:52+00:00
1093,2023-02-04T16:31:32.087274+00:00,P1,4,2023-02-04 16:31:32+00:00
1097,2023-02-04T16:34:11.907804+00:00,P1,22,2023-02-04 16:34:12+00:00
1103,2023-02-04T16:36:52.303912+00:00,P1,13,2023-02-04 16:36:52+00:00
1105,2023-02-04T16:39:32.440241+00:00,P1,9,2023-02-04 16:39:32+00:00
1109,2023-02-04T16:42:12.888425+00:00,P1,3,2023-02-04 16:42:13+00:00
1113,2023-02-04T16:44:53.251489+00:00,P1,12,2023-02-04 16:44:53+00:00
1117,2023-02-04T16:47:33.253919+00:00,P1,18,2023-02-04 16:47:33+00:00
1123,2023-02-04T16:50:13.102669+00:00,P1,12,2023-02-04 16:50:13+00:00
1125,2023-02-04T16:52:52.657797+00:00,P1,14,2023-02-04 16:52:53+00:00
1129,2023-02-04T16:55:33.072228+00:00,P1,10,2023-02-04 16:55:33+00:00
1133,2023-02-04T16:58:13.343668+00:00,P1,4,2023-02-04 16:58:13+00:00
1137,2023-02-04T17:00:54.195625+00:00,P1,15,2023-02-04 17:00:54+00:00
1141,2023-02-04T17:03:33.831694+00:00,P1,17,2023-02-04 17:03:34+00:00
1145,2023-02-04T17:06:13.720873+00:00,P1,37,2023-02-04 17:06:14+00:00
1151,2023-02-04T17:08:54.223208+00:00,P1,5,2023-02-04 17:08:54+00:00
1153,2023-02-04T17:11:34.055801+00:00,P1,20,2023-02-04 17:11:34+00:00
1157,2023-02-04T17:14:14.142736+00:00,P1,31,2023-02-04 17:14:14+00:00
1163,2023-02-04T17:16:54.667784+00:00,P1,13,2023-02-04 17:16:55+00:00
1167,2023-02-04T17:19:34.922507+00:00,P1,18,2023-02-04 17:19:35+00:00
1171,2023-02-04T17:22:14.670048+00:00,P1,8,2023-02-04 17:22:15+00:00
1175,2023-02-04T17:24:54.507906+00:00,P1,12,2023-02-04 17:24:55+00:00
1177,2023-02-04T17:27:35.324159+00:00,P1,15,2023-02-04 17:27:35+00:00
1181,2023-02-04T17:30:15.035986+00:00,P1,13,2023-02-04 17:30:15+00:00
1185,2023-02-04T17:32:55.356332+00:00,P1,8,2023-02-04 17:32:55+00:00
1191,2023-02-04T17:35:35.398503+00:00,P1,25,2023-02-04 17:35:35+00:00
1195,2023-02-04T17:38:16.061755+00:00,P1,14,2023-02-04 17:38:16+00:00
1199,2023-02-04T17:40:55.764037+00:00,P1,16,2023-02-04 17:40:56+00:00
1203,2023-02-04T17:43:35.335732+00:00,P1,4,2023-02-04 17:43:35+00:00
1207,2023-02-04T17:46:15.448988+00:00,P1,6,2023-02-04 17:46:15+00:00
1211,2023-02-04T17:48:55.684132+00:00,P1,5,2023-02-04 17:48:56+00:00
1213,2023-02-04T17:51:36.328066+00:00,P1,9,2023-02-04 17:51:36+00:00
1219,2023-02-04T17:54:16.188782+00:00,P1,4,2023-02-04 17:54:16+00:00
1221,2023-02-04T17:56:56.937509+00:00,P1,7,2023-02-04 17:56:57+00:00
1225,2023-02-04T17:59:36.881913+00:00,P1,8,2023-02-04 17:59:37+00:00
1231,2023-02-04T18:02:16.598536+00:00,P1,6,2023-02-04 18:02:17+00:00
1235,2023-02-04T18:04:56.773949+00:00,P1,11,2023-02-04 18:04:57+00:00
1239,2023-02-04T18:07:37.295726+00:00,P1,4,2023-02-04 18:07:37+00:00
1241,2023-02-04T18:10:17.290944+00:00,P1,3,2023-02-04 18:10:17+00:00
1247,2023-02-04T18:12:57.612911+00:00,P1,11,2023-02-04 18:12:58+00:00
1251,2023-02-04T18:15:38.242294+00:00,P1,13,2023-02-04 18:15:38+00:00
1255,2023-02-04T18:18:18.331199+00:00,P1,4,2023-02-04 18:18:18+00:00
1257,2023-02-04T18:20:57.725680+00:00,P1,12,2023-02-04 18:20:58+00:00
